Voltage,Current
4.944149,0.000250024
4.944169,0.000250025
4.944148,0.000250024
4.944166,0.000250023
4.944139,0.000250022
4.944184,0.000250024
4.944148,0.000250023
2.000333,4.58E-09
2.020171,4.65E-09
2.040076,4.68E-09
2.060689,4.73E-09
2.080598,4.78E-09
2.100823,4.82E-09
2.120738,4.85E-09
2.14067,4.91E-09
2.161264,4.94E-09
2.181163,4.97E-09
2.201046,5.04E-09
2.221307,5.09E-09
2.241256,5.14E-09
2.261828,5.18E-09
2.281743,5.21E-09
2.301657,5.27E-09
2.321573,5.32E-09
2.341831,5.34E-09
2.36242,5.41E-09
2.382338,5.43E-09
2.402262,5.47E-09
2.422168,5.53E-09
2.442427,5.59E-09
2.462687,5.64E-09
2.482913,5.71E-09
2.502813,5.73E-09
2.522727,5.79E-09
2.54265,5.86E-09
2.563216,5.90E-09
2.583185,5.97E-09
2.60344,6.02E-09
2.62332,6.07E-09
2.643222,6.15E-09
2.663847,6.23E-09
2.683733,6.29E-09
2.703666,6.37E-09
2.723925,6.43E-09
2.743817,6.49E-09
2.76442,6.62E-09
2.784338,6.69E-09
2.804235,6.79E-09
2.824486,6.92E-09
2.8444,7.00E-09
2.864948,7.13E-09
2.884893,7.28E-09
2.904765,7.41E-09
2.924711,7.57E-09
2.94496,7.73E-09
2.965153,7.88E-09
2.985424,8.11E-09
3.00532,8.32E-09
3.025278,8.56E-09
3.045147,8.84E-09
3.065761,9.11E-09
3.085687,9.42E-09
3.105945,9.82E-09
3.125861,1.02E-08
3.145765,1.06E-08
3.166322,1.11E-08
3.186255,1.16E-08
3.206149,1.23E-08
3.226382,1.29E-08
3.24631,1.37E-08
3.266896,1.45E-08
3.286803,1.54E-08
3.306666,1.65E-08
3.326949,1.77E-08
3.346841,1.90E-08
3.367442,2.05E-08
3.38733,2.22E-08
3.407225,2.40E-08
3.427116,2.61E-08
3.447357,2.85E-08
3.46759,3.11E-08
3.487857,3.42E-08
3.50774,3.75E-08
3.527667,4.12E-08
3.547595,4.55E-08
3.568143,5.04E-08
3.588064,5.59E-08
3.60831,6.21E-08
3.628261,6.90E-08
3.64815,7.68E-08
3.668717,8.59E-08
3.6886,9.59E-08
3.708897,1.07E-07
3.728791,1.20E-07
3.749411,1.35E-07
3.769352,1.52E-07
3.789222,1.70E-07
3.80916,1.91E-07
3.829396,2.15E-07
3.849627,2.43E-07
3.869932,2.74E-07
3.889827,3.09E-07
3.909719,3.48E-07
3.929674,3.93E-07
3.950221,4.46E-07
3.970158,5.04E-07
3.990405,5.71E-07
4.010291,6.46E-07
4.030264,7.30E-07
4.050889,8.30E-07
4.070797,9.40E-07
4.090575,1.06E-06
4.110808,1.21E-06
4.130748,1.37E-06
4.151317,1.56E-06
4.171216,1.77E-06
4.191157,2.01E-06
4.211434,2.29E-06
4.231352,2.60E-06
4.251948,2.96E-06
4.271858,3.36E-06
4.291778,3.82E-06
4.311714,4.34E-06
4.331977,4.95E-06
4.352222,5.64E-06
4.372477,6.43E-06
4.392436,7.31E-06
4.41239,8.32E-06
4.43231,9.47E-06
4.452784,1.08E-05
4.472675,1.23E-05
4.492935,1.40E-05
4.512844,1.60E-05
4.53276,1.82E-05
4.553385,2.08E-05
4.573325,2.37E-05
4.593533,2.70E-05
4.613455,3.08E-05
4.633377,3.51E-05
4.653984,4.01E-05
4.673899,4.57E-05
4.693841,5.21E-05
4.714073,5.94E-05
4.734027,6.77E-05
4.754612,7.74E-05
4.774482,8.81E-05
4.794425,0.000100391
4.814126,0.000114026
4.834381,0.000130152
4.854636,0.000148468
4.874875,0.000169311
4.894793,0.000192624
4.914715,0.000219142
4.934626,0.00024932
4.935194,0.000250023
4.93526,0.000250023
4.935259,0.000250024
4.935306,0.000250025
4.935352,0.000250024
4.935328,0.000250023
4.935372,0.000250024
4.935391,0.000250023
4.935393,0.000250023
4.935403,0.000250024
4.93542,0.000250022
4.935432,0.000250024
4.935413,0.000250021
4.935445,0.000250024
4.935474,0.000250024
4.935475,0.000250023
4.935489,0.000250024
4.935496,0.000250024
4.935489,0.000250023
4.935517,0.000250022
4.935488,0.000250023
4.935533,0.000250025
4.935518,0.000250023
4.935542,0.000250024
4.935553,0.000250023
4.935542,0.000250023
4.93556,0.000250025
4.935558,0.000250024
4.93556,0.000250024
4.935589,0.000250024
4.935586,0.000250023
4.935582,0.000250023
4.935564,0.000250022
4.93561,0.000250023
4.935583,0.000250023
4.935591,0.000250024
4.935575,0.000250022
4.935574,0.000250022
4.935657,0.000250024
4.935606,0.000250022
4.935642,0.000250025
4.935648,0.000250024
4.935644,0.000250023
4.935645,0.000250022
4.935629,0.000250022
4.935651,0.000250024
4.935694,0.000250025
4.935679,0.000250023
4.935716,0.000250024
4.935685,0.000250022
4.935691,0.000250023
4.935667,0.000250023
4.935701,0.000250025
2.000312,5.64E-09
2.020189,5.73E-09
2.040086,5.74E-09
2.060684,5.80E-09
2.080593,5.85E-09
2.100838,5.90E-09
2.120725,5.96E-09
2.140671,5.99E-09
2.161266,6.03E-09
2.18117,6.10E-09
2.201053,6.15E-09
2.221317,6.18E-09
2.241245,6.26E-09
2.261842,6.29E-09
2.28176,6.32E-09
2.301658,6.39E-09
2.321578,6.44E-09
2.341835,6.50E-09
2.362403,6.56E-09
2.382322,6.60E-09
2.402277,6.65E-09
2.422183,6.72E-09
2.44242,6.76E-09
2.462672,6.83E-09
2.482912,6.87E-09
2.502841,6.92E-09
2.522759,6.99E-09
2.542641,7.05E-09
2.563254,7.11E-09
2.583162,7.18E-09
2.60344,7.22E-09
2.623312,7.29E-09
2.64321,7.39E-09
2.663839,7.45E-09
2.683708,7.52E-09
2.703659,7.61E-09
2.723917,7.67E-09
2.743834,7.76E-09
2.764417,7.86E-09
2.78432,7.95E-09
2.804191,8.06E-09
2.824469,8.15E-09
2.844393,8.25E-09
2.864972,8.39E-09
2.884847,8.51E-09
2.9048,8.66E-09
2.924711,8.82E-09
2.944939,8.97E-09
2.965157,9.14E-09
2.985414,9.36E-09
3.005365,9.56E-09
3.025246,9.79E-09
3.04516,1.00E-08
3.065751,1.03E-08
3.085666,1.06E-08
3.105964,1.10E-08
3.125857,1.13E-08
3.145738,1.18E-08
3.166322,1.22E-08
3.18624,1.27E-08
3.206163,1.33E-08
3.22639,1.39E-08
3.246283,1.46E-08
3.266882,1.54E-08
3.286812,1.63E-08
3.306686,1.73E-08
3.326946,1.84E-08
3.346849,1.96E-08
3.367435,2.10E-08
3.387322,2.26E-08
3.407209,2.43E-08
3.427094,2.62E-08
3.447378,2.84E-08
3.467606,3.09E-08
3.48785,3.37E-08
3.507743,3.68E-08
3.527639,4.03E-08
3.547567,4.43E-08
3.568165,4.89E-08
3.588097,5.39E-08
3.608306,5.97E-08
3.628242,6.61E-08
3.64815,7.34E-08
3.668702,8.18E-08
3.688631,9.11E-08
3.708893,1.02E-07
3.728785,1.14E-07
3.749414,1.28E-07
3.769317,1.43E-07
3.78924,1.60E-07
3.809106,1.80E-07
3.829404,2.02E-07
3.849633,2.28E-07
3.869907,2.57E-07
3.889791,2.89E-07
3.90972,3.25E-07
3.92961,3.67E-07
3.950223,4.16E-07
3.97015,4.70E-07
3.990381,5.32E-07
4.010297,6.01E-07
4.030218,6.80E-07
4.050851,7.72E-07
4.070755,8.74E-07
4.090674,9.90E-07
4.110772,1.12E-06
4.130723,1.27E-06
4.151329,1.45E-06
4.171202,1.64E-06
4.191138,1.86E-06
4.211397,2.12E-06
4.231315,2.41E-06
4.251936,2.75E-06
4.27185,3.12E-06
4.291728,3.54E-06
4.311655,4.03E-06
4.331935,4.59E-06
4.352203,5.23E-06
4.372445,5.96E-06
4.392354,6.78E-06
4.412331,7.71E-06
4.432259,8.78E-06
4.452863,1.00E-05
4.472652,1.14E-05
4.492925,1.30E-05
4.512841,1.48E-05
4.532746,1.69E-05
4.553335,1.93E-05
4.573283,2.20E-05
4.593531,2.51E-05
4.613428,2.85E-05
4.633368,3.25E-05
4.653983,3.72E-05
4.673892,4.24E-05
4.693803,4.83E-05
4.714062,5.51E-05
4.734012,6.28E-05
4.754599,7.18E-05
4.774461,8.18E-05
4.794375,9.31E-05
4.814046,0.000105783
4.834372,0.000120768
4.854609,0.000137782
4.874869,0.000157136
4.89477,0.000178816
4.91472,0.000203459
4.934627,0.000231407
4.946658,0.000250023
4.946721,0.000250023
4.946736,0.000250021
4.946808,0.000250024
4.946802,0.000250022
4.946858,0.000250023
4.946867,0.000250023
4.946923,0.000250023
4.94695,0.000250023
4.94697,0.000250023
4.946981,0.000250024
4.946977,0.000250023
4.947021,0.000250023
4.947027,0.000250024
4.947053,0.000250024
4.947052,0.000250024
4.947088,0.000250024
4.947086,0.000250022
4.947083,0.000250022
4.947112,0.000250022
4.947146,0.000250024
4.947106,0.000250021
4.947141,0.000250022
4.947173,0.000250023
4.947168,0.000250023
4.947215,0.000250023
4.947202,0.000250024
4.947192,0.000250022
4.94722,0.000250023
4.947237,0.000250024
4.947255,0.000250023
4.947248,0.000250022
4.947278,0.000250023
4.947285,0.000250023
4.947284,0.000250023
4.947302,0.000250023
4.947308,0.000250023
4.94732,0.000250024
4.947323,0.000250023
4.947311,0.000250022
4.947342,0.000250024
4.947353,0.000250023
4.947355,0.000250023
4.947369,0.000250023
4.947374,0.000250023
4.947376,0.000250023
4.947384,0.000250023
4.947419,0.000250023
4.947397,0.000250023
4.947412,0.000250024
4.947393,0.000250023
4.947398,0.000250021
4.947436,0.000250023
2.000289,5.91E-09
2.020173,5.98E-09
2.040079,6.05E-09
2.060693,6.17E-09
2.080593,6.19E-09
2.100861,6.19E-09
2.120744,6.23E-09
2.140667,6.27E-09
2.161288,6.32E-09
2.181175,6.39E-09
2.201103,6.44E-09
2.221364,6.49E-09
2.241262,6.55E-09
2.261841,6.59E-09
2.281749,6.65E-09
2.301665,6.69E-09
2.321593,6.72E-09
2.341831,6.81E-09
2.362447,6.85E-09
2.38236,6.87E-09
2.402282,6.98E-09
2.422195,6.93E-09
2.442417,7.05E-09
2.462672,7.12E-09
2.482928,7.15E-09
2.50284,7.21E-09
2.522742,7.29E-09
2.54267,7.33E-09
2.563267,7.42E-09
2.583179,7.47E-09
2.603441,7.51E-09
2.623315,7.58E-09
2.643253,7.69E-09
2.66386,7.74E-09
2.683738,7.78E-09
2.703668,7.86E-09
2.723929,7.97E-09
2.743873,8.04E-09
2.764438,8.12E-09
2.784338,8.26E-09
2.804217,8.34E-09
2.824494,8.40E-09
2.844413,8.52E-09
2.864984,8.68E-09
2.884876,8.78E-09
2.904797,8.91E-09
2.924702,9.09E-09
2.944957,9.21E-09
2.965202,9.39E-09
2.985448,9.59E-09
3.005366,9.77E-09
3.025283,1.00E-08
3.045183,1.02E-08
3.065792,1.05E-08
3.085688,1.08E-08
3.105968,1.11E-08
3.125849,1.15E-08
3.145767,1.19E-08
3.166354,1.23E-08
3.186261,1.28E-08
3.206161,1.33E-08
3.226391,1.39E-08
3.246324,1.46E-08
3.266902,1.54E-08
3.286811,1.62E-08
3.306692,1.71E-08
3.326957,1.82E-08
3.346859,1.93E-08
3.367456,2.07E-08
3.387341,2.21E-08
3.407187,2.37E-08
3.42712,2.56E-08
3.447373,2.77E-08
3.467653,3.01E-08
3.487888,3.27E-08
3.507787,3.57E-08
3.527673,3.90E-08
3.547589,4.27E-08
3.568164,4.71E-08
3.588075,5.19E-08
3.608349,5.74E-08
3.628255,6.34E-08
3.648162,7.03E-08
3.668735,7.84E-08
3.688625,8.72E-08
3.708912,9.73E-08
3.728782,1.09E-07
3.749404,1.22E-07
3.769354,1.36E-07
3.789263,1.53E-07
3.809162,1.71E-07
3.829414,1.93E-07
3.84966,2.17E-07
3.869934,2.45E-07
3.889815,2.75E-07
3.90971,3.10E-07
3.929669,3.50E-07
3.950253,3.97E-07
3.97018,4.48E-07
3.990424,5.07E-07
4.010358,5.73E-07
4.030256,6.48E-07
4.050859,7.37E-07
4.070782,8.34E-07
4.090699,9.45E-07
4.110825,1.07E-06
4.130773,1.22E-06
4.151343,1.38E-06
4.171245,1.57E-06
4.191144,1.78E-06
4.211451,2.03E-06
4.231353,2.30E-06
4.251925,2.63E-06
4.271884,2.98E-06
4.291809,3.39E-06
4.31173,3.86E-06
4.331972,4.39E-06
4.352235,5.01E-06
4.372491,5.71E-06
4.392433,6.50E-06
4.412355,7.39E-06
4.432297,8.42E-06
4.452886,9.62E-06
4.472686,1.09E-05
4.492944,1.25E-05
4.512837,1.42E-05
4.532765,1.62E-05
4.553348,1.85E-05
4.573283,2.11E-05
4.59354,2.41E-05
4.613446,2.75E-05
4.63338,3.13E-05
4.653979,3.58E-05
4.673914,4.08E-05
4.693812,4.65E-05
4.714055,5.31E-05
4.733978,6.05E-05
4.754624,6.92E-05
4.774506,7.88E-05
4.794408,8.98E-05
4.814355,0.000102269
4.834402,0.000116444
4.854654,0.000132918
4.874888,0.000151643
4.894786,0.000172589
4.9147,0.000196398
4.934673,0.000223423
4.952124,0.000250024
4.952169,0.000250023
4.95216,0.000250023
4.952227,0.000250023
4.952259,0.000250024
4.952276,0.000250024
4.952269,0.000250022
4.952316,0.000250024
4.952309,0.000250022
4.952368,0.000250024
4.952384,0.000250024
4.952382,0.000250024
4.952379,0.000250023
4.952452,0.000250024
4.952415,0.000250022
4.952474,0.000250023
4.952486,0.000250025
4.952492,0.000250024
4.952507,0.000250024
4.952526,0.000250024
4.952531,0.000250023
4.952552,0.000250024
4.952551,0.000250023
4.952572,0.000250024
4.952589,0.000250024
4.952595,0.000250023
4.952625,0.000250023
4.952592,0.000250021
4.952615,0.000250022
4.952685,0.000250024
4.952675,0.000250024
4.952652,0.000250022
4.952703,0.000250023
4.952719,0.000250025
4.952692,0.000250023
4.952729,0.000250023
4.952729,0.000250024
4.952728,0.000250022
4.952775,0.000250023
4.952786,0.000250023
4.952752,0.000250022
4.952791,0.000250024
4.952785,0.000250024
4.952823,0.000250024
4.952828,0.000250023
4.952834,0.000250024
4.952844,0.000250024
4.952849,0.000250022
4.952857,0.000250022
4.95287,0.000250023
4.952888,0.000250023
4.952896,0.000250023
4.95288,0.000250023
