Applied_Voltage,Leakage_Current
521.7815,3.36e-06
524.7722,3.39e-06
527.7786,3.42e-06
530.786,3.45e-06
533.8301,3.49e-06
536.8231,3.52e-06
539.8303,3.56e-06
542.8388,3.59e-06
545.8284,3.62e-06
548.8751,3.66e-06
551.8836,3.69e-06
554.8902,3.73e-06
557.8811,3.77e-06
560.8904,3.8e-06
563.9346,3.84e-06
566.9382,3.87e-06
569.9299,3.91e-06
572.9363,3.95e-06
575.9462,3.98e-06
578.9902,4.02e-06
581.9811,4.06e-06
584.9883,4.1e-06
587.9969,4.13e-06
590.9855,4.17e-06
594.0322,4.21e-06
597.0424,4.25e-06
600.0498,4.29e-06
1.008744,3.4e-09
4.013517,9.87e-09
7.02075,1.45e-08
10.06643,2.14e-08
13.05381,2.82e-08
16.06302,3.46e-08
19.06988,4.14e-08
22.05927,4.84e-08
25.11951,5.56e-08
28.11178,6.24e-08
31.11827,6.94e-08
34.10489,7.62e-08
37.10892,8.37e-08
40.15445,9.32e-08
43.16248,1.03e-07
46.15174,1.13e-07
49.15734,1.23e-07
52.16444,1.33e-07
55.20963,1.44e-07
58.21612,1.49e-07
61.20571,1.64e-07
64.21215,1.76e-07
67.20111,1.87e-07
70.26418,1.98e-07
73.25304,2.09e-07
76.26196,2.2e-07
79.25105,2.31e-07
82.25993,2.43e-07
85.30531,2.55e-07
88.31156,2.66e-07
91.30171,2.78e-07
94.31277,2.9e-07
97.3202,3.02e-07
100.3647,3.15e-07
103.3729,3.27e-07
106.3625,3.4e-07
109.3707,3.52e-07
112.3564,3.65e-07
115.42,3.77e-07
118.4101,3.9e-07
121.4181,4.03e-07
124.4073,4.16e-07
127.4158,4.29e-07
130.462,4.43e-07
133.4718,4.57e-07
136.4595,4.7e-07
139.4665,4.85e-07
142.4764,4.98e-07
145.52,5.13e-07
148.528,5.27e-07
151.5172,5.42e-07
154.5257,5.58e-07
157.5151,5.72e-07
160.577,5.88e-07
163.5661,6.03e-07
166.5744,6.18e-07
169.5647,6.35e-07
172.5715,6.51e-07
175.6165,6.68e-07
178.6236,6.86e-07
181.6134,7.02e-07
184.62,7.2e-07
187.6232,7.41e-07
190.6678,7.58e-07
193.6746,7.75e-07
196.6647,7.95e-07
199.6722,8.11e-07
202.659,8.3e-07
205.7242,8.51e-07
208.7153,8.66e-07
211.7208,8.87e-07
214.7106,9.05e-07
217.7171,9.25e-07
220.7616,9.47e-07
223.7681,9.64e-07
226.7591,9.83e-07
229.7669,1e-06
232.7758,1.02e-06
235.8205,1.04e-06
238.8251,1.05e-06
241.3226,1.05e-06
244.819,1.05e-06
247.8099,1.07e-06
250.8723,1.09e-06
253.8618,1.1e-06
256.8701,1.12e-06
259.8603,1.14e-06
262.8625,1.16e-06
265.9107,1.18e-06
268.9169,1.2e-06
271.925,1.22e-06
274.9153,1.24e-06
277.9231,1.26e-06
280.9672,1.28e-06
283.9753,1.3e-06
286.9673,1.32e-06
289.9751,1.34e-06
292.9631,1.36e-06
296.0262,1.38e-06
299.0178,1.4e-06
302.0249,1.42e-06
305.0147,1.44e-06
308.0772,1.46e-06
311.0672,1.48e-06
314.074,1.5e-06
317.0819,1.52e-06
320.0712,1.55e-06
323.1168,1.57e-06
326.1227,1.59e-06
329.1306,1.61e-06
332.1197,1.63e-06
335.1262,1.65e-06
338.1717,1.68e-06
341.1751,1.7e-06
344.1652,1.72e-06
347.1711,1.74e-06
350.1603,1.77e-06
353.2233,1.79e-06
356.2129,1.81e-06
359.2227,1.84e-06
362.2297,1.86e-06
365.2189,1.88e-06
368.2632,1.91e-06
371.2703,1.93e-06
374.2753,1.95e-06
377.2654,1.98e-06
380.2742,2e-06
383.3183,2.03e-06
386.3281,2.05e-06
389.3185,2.08e-06
392.3246,2.1e-06
395.3144,2.13e-06
398.3812,2.15e-06
401.3692,2.18e-06
404.378,2.2e-06
407.3853,2.23e-06
410.3734,2.25e-06
413.4192,2.28e-06
416.4245,2.31e-06
419.4338,2.33e-06
422.4223,2.36e-06
425.4292,2.38e-06
428.4747,2.41e-06
431.4833,2.44e-06
434.4735,2.47e-06
437.4828,2.49e-06
440.4709,2.52e-06
443.5351,2.55e-06
446.5243,2.58e-06
449.53,2.6e-06
452.539,2.63e-06
455.5292,2.66e-06
458.5728,2.69e-06
461.5824,2.72e-06
464.5883,2.75e-06
467.5767,2.77e-06
470.5828,2.8e-06
473.6294,2.83e-06
476.6365,2.86e-06
479.6267,2.89e-06
482.6316,2.92e-06
485.6414,2.95e-06
488.6853,2.98e-06
491.671,3.01e-06
494.6793,3.04e-06
497.6849,3.07e-06
500.6747,3.11e-06
503.7198,3.14e-06
506.7255,3.17e-06
509.7325,3.2e-06
512.7248,3.23e-06
515.7315,3.26e-06
518.7761,3.3e-06
521.7827,3.33e-06
524.7723,3.36e-06
527.7794,3.39e-06
530.7844,3.43e-06
533.8311,3.46e-06
536.823,3.49e-06
539.8286,3.53e-06
542.8395,3.56e-06
545.8301,3.59e-06
548.8745,3.63e-06
551.8833,3.66e-06
554.8902,3.7e-06
557.8795,3.73e-06
560.8898,3.77e-06
563.9332,3.8e-06
566.9385,3.84e-06
569.9274,3.88e-06
572.9374,3.91e-06
575.947,3.95e-06
578.9926,3.99e-06
581.9803,4.02e-06
584.9869,4.06e-06
587.9973,4.1e-06
590.9861,4.14e-06
594.033,4.17e-06
597.0416,4.21e-06
600.0488,4.25e-06
1.007158,4.2e-09
4.012585,1.24e-08
7.020363,1.78e-08
10.06626,2.6e-08
13.05369,3.35e-08
16.06252,4.06e-08
19.07115,4.75e-08
22.05758,5.48e-08
25.12111,6.25e-08
28.10951,6.99e-08
31.11706,7.75e-08
34.1063,8.46e-08
37.10988,9.22e-08
40.1537,1.01e-07
43.1628,1.11e-07
46.15096,1.21e-07
49.1563,1.32e-07
52.16581,1.43e-07
55.21161,1.54e-07
58.21709,1.6e-07
61.20541,1.76e-07
64.21243,1.88e-07
67.20216,1.99e-07
70.26456,2.11e-07
73.25251,2.23e-07
76.26171,2.35e-07
79.25066,2.46e-07
82.25898,2.59e-07
85.30612,2.71e-07
88.31239,2.83e-07
91.30164,2.96e-07
94.31197,3.08e-07
97.32008,3.21e-07
100.3652,3.34e-07
103.3721,3.47e-07
106.3621,3.6e-07
109.3702,3.73e-07
112.3564,3.86e-07
115.4201,3.99e-07
118.4105,4.12e-07
121.4173,4.26e-07
124.408,4.4e-07
127.4162,4.54e-07
130.4621,4.68e-07
133.4705,4.83e-07
136.4596,4.97e-07
139.4672,5.12e-07
142.4763,5.27e-07
145.5201,5.42e-07
148.5277,5.57e-07
151.5194,5.73e-07
154.5252,5.88e-07
157.5136,6.04e-07
160.5786,6.21e-07
163.5656,6.36e-07
166.5727,6.54e-07
169.5632,6.71e-07
172.5704,6.88e-07
175.6161,7.1e-07
178.6239,7.26e-07
181.6118,7.43e-07
184.6198,7.65e-07
187.6229,7.81e-07
190.6689,8.01e-07
193.6753,8.2e-07
196.6639,8.37e-07
199.6714,8.58e-07
202.6586,8.76e-07
205.7243,8.97e-07
208.7145,9.17e-07
211.7209,9.36e-07
214.711,9.55e-07
217.7173,9.77e-07
220.7616,9.95e-07
223.7688,1.01e-06
226.7587,1.03e-06
229.7745,1.05e-06
232.5047,1.05e-06
235.8114,1.04e-06
238.8193,1.06e-06
241.8098,1.08e-06
244.8179,1.1e-06
247.8088,1.12e-06
250.872,1.14e-06
253.8625,1.16e-06
256.8714,1.18e-06
259.8596,1.2e-06
262.8642,1.22e-06
265.9112,1.24e-06
268.916,1.26e-06
271.9264,1.28e-06
274.9155,1.3e-06
277.9235,1.32e-06
280.9692,1.34e-06
283.9775,1.36e-06
286.9658,1.38e-06
289.9756,1.4e-06
292.9627,1.42e-06
296.0271,1.44e-06
299.0163,1.46e-06
302.0255,1.48e-06
305.0154,1.51e-06
308.078,1.53e-06
311.0665,1.55e-06
314.075,1.57e-06
317.0809,1.59e-06
320.0721,1.62e-06
323.1167,1.64e-06
326.1243,1.66e-06
329.1313,1.68e-06
332.1217,1.71e-06
335.1273,1.73e-06
338.1708,1.75e-06
341.1764,1.77e-06
344.1647,1.8e-06
347.1731,1.82e-06
350.161,1.84e-06
353.2239,1.87e-06
356.2136,1.89e-06
359.221,1.92e-06
362.2296,1.94e-06
365.2173,1.96e-06
368.2617,1.99e-06
371.2708,2.01e-06
374.2767,2.04e-06
377.2651,2.06e-06
380.2741,2.09e-06
383.3194,2.11e-06
386.3266,2.14e-06
389.3167,2.16e-06
392.3243,2.19e-06
395.3142,2.22e-06
398.3808,2.24e-06
401.3687,2.27e-06
404.3766,2.29e-06
407.3843,2.32e-06
410.3725,2.35e-06
413.4193,2.37e-06
416.424,2.4e-06
419.4328,2.43e-06
422.422,2.46e-06
425.4299,2.48e-06
428.4754,2.51e-06
431.4821,2.54e-06
434.4741,2.57e-06
437.481,2.59e-06
440.4695,2.62e-06
443.5336,2.65e-06
446.5232,2.68e-06
449.5304,2.71e-06
452.5396,2.74e-06
455.5306,2.77e-06
458.5739,2.8e-06
461.5802,2.83e-06
464.5882,2.86e-06
467.5775,2.89e-06
470.5843,2.92e-06
473.6307,2.95e-06
476.6356,2.98e-06
479.6269,3.01e-06
482.6331,3.04e-06
485.6421,3.07e-06
488.6855,3.1e-06
491.6703,3.13e-06
494.6801,3.17e-06
497.6859,3.2e-06
500.6741,3.23e-06
503.7199,3.26e-06
506.7263,3.29e-06
509.7332,3.33e-06
512.7243,3.36e-06
515.7305,3.39e-06
518.7758,3.43e-06
521.7827,3.46e-06
524.7722,3.49e-06
527.7798,3.53e-06
530.7869,3.56e-06
533.8334,3.6e-06
536.8232,3.63e-06
539.8304,3.67e-06
542.8384,3.7e-06
545.8289,3.74e-06
548.875,3.77e-06
551.8837,3.81e-06
554.8919,3.84e-06
557.882,3.88e-06
560.8901,3.92e-06
563.9342,3.95e-06
566.9372,3.99e-06
569.9307,4.03e-06
572.9373,4.07e-06
575.9465,4.1e-06
578.9922,4.14e-06
581.9807,4.18e-06
584.9893,4.22e-06
587.9979,4.26e-06
590.9865,4.3e-06
594.033,4.34e-06
597.0418,4.38e-06
600.0483,4.42e-06
1.008414,4.48e-09
4.014819,1.33e-08
7.019856,1.86e-08
10.06651,2.69e-08
13.0541,3.46e-08
16.06397,4.19e-08
19.07272,4.9e-08
22.05977,5.64e-08
25.11987,6.42e-08
28.1104,7.18e-08
31.11698,7.97e-08
34.10679,8.73e-08
37.11098,9.5e-08
40.1549,1.03e-07
43.16299,1.13e-07
46.15021,1.24e-07
49.15801,1.35e-07
52.16728,1.46e-07
55.21175,1.57e-07
58.21652,1.64e-07
61.20596,1.8e-07
64.21283,1.92e-07
67.2018,2.03e-07
70.26435,2.16e-07
73.25278,2.27e-07
76.26267,2.4e-07
79.25148,2.52e-07
82.25882,2.64e-07
85.30509,2.77e-07
88.31244,2.89e-07
91.30198,3.02e-07
94.31284,3.15e-07
97.32028,3.28e-07
100.3652,3.41e-07
103.3735,3.54e-07
106.3628,3.68e-07
109.3707,3.81e-07
112.3566,3.94e-07
115.4197,4.08e-07
118.4102,4.21e-07
121.418,4.35e-07
124.4072,4.49e-07
127.416,4.64e-07
130.4618,4.79e-07
133.472,4.93e-07
136.4596,5.08e-07
139.4666,5.23e-07
142.4759,5.39e-07
145.5196,5.55e-07
148.5281,5.7e-07
151.5188,5.86e-07
154.5265,6.02e-07
157.5148,6.17e-07
160.5772,6.36e-07
163.5673,6.52e-07
166.5738,6.69e-07
169.5637,6.88e-07
172.5716,7.06e-07
175.6165,7.25e-07
178.6234,7.45e-07
181.6128,7.61e-07
184.62,7.81e-07
187.6236,8.01e-07
190.6694,8.19e-07
193.6753,8.38e-07
196.6637,8.58e-07
199.6728,8.76e-07
202.6609,8.97e-07
205.7236,9.18e-07
208.7135,9.36e-07
211.7213,9.59e-07
214.7102,9.77e-07
217.7189,9.97e-07
220.7622,1.02e-06
223.77,1.04e-06
226.7731,1.05e-06
229.4819,1.05e-06
232.7668,1.04e-06
235.8118,1.06e-06
238.8206,1.08e-06
241.81,1.1e-06
244.8198,1.12e-06
247.8092,1.14e-06
250.8735,1.16e-06
253.8614,1.18e-06
256.8709,1.2e-06
259.8582,1.22e-06
262.8634,1.24e-06
265.9103,1.26e-06
268.9171,1.28e-06
271.9255,1.3e-06
274.9155,1.32e-06
277.923,1.34e-06
280.9674,1.36e-06
283.9761,1.39e-06
286.9667,1.41e-06
289.9753,1.43e-06
292.9638,1.45e-06
296.0274,1.47e-06
299.0177,1.49e-06
302.0259,1.51e-06
305.0149,1.54e-06
308.0773,1.56e-06
311.067,1.58e-06
314.0754,1.6e-06
317.0802,1.62e-06
320.0697,1.65e-06
323.1172,1.67e-06
326.1244,1.69e-06
329.1311,1.72e-06
332.1208,1.74e-06
335.1266,1.76e-06
338.1721,1.79e-06
341.1754,1.81e-06
344.1651,1.83e-06
347.1728,1.86e-06
350.1615,1.88e-06
353.2241,1.9e-06
356.2137,1.93e-06
359.2221,1.95e-06
362.2293,1.98e-06
365.218,2e-06
368.2621,2.03e-06
371.2699,2.05e-06
374.2753,2.08e-06
377.2654,2.1e-06
380.275,2.13e-06
383.3187,2.15e-06
386.3278,2.18e-06
389.3181,2.21e-06
392.3249,2.23e-06
395.3154,2.26e-06
398.3808,2.28e-06
401.369,2.31e-06
404.3771,2.34e-06
407.3856,2.36e-06
410.3739,2.39e-06
413.4201,2.42e-06
416.4231,2.45e-06
419.4325,2.47e-06
422.4212,2.5e-06
425.4295,2.53e-06
428.4734,2.56e-06
431.4837,2.59e-06
434.472,2.61e-06
437.4823,2.64e-06
440.4711,2.67e-06
443.5344,2.7e-06
446.5242,2.73e-06
449.5313,2.76e-06
452.5368,2.79e-06
455.5287,2.82e-06
458.5721,2.85e-06
461.5813,2.88e-06
464.5882,2.91e-06
467.5764,2.94e-06
470.5845,2.97e-06
473.6308,3e-06
476.6356,3.03e-06
479.6256,3.06e-06
482.6333,3.09e-06
485.641,3.13e-06
488.6862,3.16e-06
491.6716,3.19e-06
494.6786,3.22e-06
497.685,3.25e-06
500.6739,3.29e-06
503.7199,3.32e-06
506.7273,3.35e-06
509.7339,3.39e-06
512.7236,3.42e-06
515.7299,3.45e-06
518.7762,3.49e-06
521.7817,3.52e-06
524.7701,3.55e-06
527.779,3.59e-06
530.7868,3.62e-06
533.8312,3.66e-06
536.8215,3.69e-06
539.8312,3.73e-06
542.8381,3.76e-06
545.829,3.8e-06
548.8758,3.84e-06
551.8851,3.87e-06
554.8917,3.91e-06
557.8812,3.95e-06
560.8905,3.98e-06
563.9346,4.02e-06
566.9387,4.06e-06
569.9305,4.1e-06
572.9365,4.13e-06
575.9453,4.17e-06
578.9918,4.21e-06
581.9804,4.25e-06
584.9885,4.29e-06
587.9987,4.33e-06
590.9866,4.37e-06
594.0335,4.41e-06
597.0394,4.45e-06
600.0482,4.49e-06
4.013724,1.179669e-08
7.020895,1.821858e-08
10.06611,2.633379e-08
13.05311,3.403392e-08
16.0616,4.139143e-08
19.07157,4.829364e-08
22.05727,5.514351e-08
25.12068,6.322485e-08
28.11226,7.089191e-08
31.11794,7.871e-08
34.10701,8.635917e-08
37.11143,9.401003e-08
40.15495,1.018939e-07
43.16299,1.108645e-07
46.1518,1.21146e-07
49.15884,1.31973e-07
52.16655,1.433756e-07
55.21204,1.54794e-07
58.21836,1.611819e-07
61.20697,1.770572e-07
64.21384,1.893709e-07
67.20332,2.010578e-07
70.26556,2.132986e-07
73.25382,2.253447e-07
76.26245,2.375172e-07
79.25145,2.496442e-07
82.25964,2.621018e-07
85.30559,2.748641e-07
88.31319,2.875029e-07
91.30269,3.003788e-07
94.31393,3.134414e-07
97.3213,3.266108e-07
100.3654,3.39871e-07
103.3736,3.532349e-07
106.3626,3.664886e-07
109.3711,3.799517e-07
112.3567,3.93303e-07
115.4196,4.067816e-07
118.4116,4.210008e-07
121.4185,4.346825e-07
124.409,4.488952e-07
127.4159,4.632816e-07
130.4623,4.787058e-07
133.47,4.931944e-07
136.459,5.076653e-07
139.4671,5.238922e-07
142.4767,5.386317e-07
145.5198,5.544234e-07
148.5288,5.704181e-07
151.5189,5.852928e-07
154.5261,6.022291e-07
157.5147,6.184588e-07
160.578,6.355745e-07
163.5661,6.538916e-07
166.5747,6.707523e-07
169.5656,6.885965e-07
172.5719,7.094017e-07
175.6177,7.262959e-07
178.6249,7.451811e-07
181.6135,7.644975e-07
184.6203,7.810721e-07
187.6242,8.021173e-07
190.6697,8.224858e-07
193.6759,8.397868e-07
196.6651,8.612669e-07
199.6741,8.798428e-07
202.6611,8.994286e-07
205.7249,9.234864e-07
208.7166,9.398382e-07
211.7214,9.60884e-07
214.7098,9.814967e-07
217.7194,9.994702e-07
220.7628,1.021404e-06
223.7696,1.041397e-06
226.7697,1.04999e-06
229.186,1.050002e-06
232.7683,1.048837e-06
235.813,1.069019e-06
238.822,1.088339e-06
241.8107,1.107608e-06
244.8198,1.127053e-06
247.8095,1.146449e-06
250.8733,1.166736e-06
253.8616,1.186706e-06
256.8708,1.206551e-06
259.8607,1.226342e-06
262.8631,1.246822e-06
265.9102,1.267677e-06
268.9171,1.28779e-06
271.9264,1.308261e-06
274.9153,1.328814e-06
277.9229,1.34966e-06
280.9685,1.370902e-06
283.9775,1.392079e-06
286.9667,1.413212e-06
289.9748,1.434688e-06
292.9648,1.456115e-06
296.0269,1.478176e-06
299.0176,1.499854e-06
302.0255,1.521847e-06
305.0154,1.543705e-06
308.0795,1.566277e-06
311.0671,1.588407e-06
314.0759,1.610796e-06
317.0818,1.63341e-06
320.0714,1.656017e-06
323.1178,1.679187e-06
326.1233,1.701991e-06
329.1326,1.725106e-06
332.1216,1.748188e-06
335.1275,1.7716e-06
338.1722,1.795477e-06
341.176,1.819115e-06
344.1656,1.842768e-06
347.1729,1.866678e-06
350.161,1.890635e-06
353.2242,1.915475e-06
356.2155,1.939779e-06
359.2213,1.964513e-06
362.2299,1.989233e-06
365.2185,2.013905e-06
368.2629,2.039018e-06
371.271,2.0643e-06
374.2779,2.089412e-06
377.2671,2.114583e-06
380.2757,2.140397e-06
383.3197,2.166323e-06
386.3273,2.192548e-06
389.3181,2.218577e-06
392.3264,2.245138e-06
395.3143,2.271187e-06
398.3808,2.298e-06
401.3693,2.324783e-06
404.3773,2.351771e-06
407.3865,2.378946e-06
410.3738,2.405958e-06
413.4197,2.433689e-06
416.4236,2.46124e-06
419.4331,2.489108e-06
422.4227,2.516797e-06
425.4304,2.544779e-06
428.4761,2.573555e-06
431.4824,2.602195e-06
434.4727,2.630702e-06
437.4828,2.659746e-06
440.4715,2.68838e-06
443.5339,2.718084e-06
446.5243,2.747498e-06
449.5307,2.776651e-06
452.5395,2.8064e-06
455.5294,2.836138e-06
458.5727,2.866414e-06
461.5811,2.896573e-06
464.5887,2.927201e-06
467.5773,2.95768e-06
470.5847,2.988466e-06
473.6307,3.01986e-06
476.6369,3.051e-06
479.628,3.08228e-06
482.6346,3.113869e-06
485.6428,3.145646e-06
488.6856,3.177965e-06
491.6716,3.209933e-06
494.6782,3.242192e-06
497.685,3.274856e-06
500.6736,3.307519e-06
503.7195,3.340947e-06
506.7254,3.374068e-06
509.7343,3.40745e-06
512.724,3.440838e-06
515.7313,3.47462e-06
518.7758,3.509138e-06
521.7845,3.54345e-06
524.7727,3.577671e-06
527.7789,3.612345e-06
530.788,3.647238e-06
533.832,3.682909e-06
536.8228,3.71801e-06
539.8315,3.75365e-06
542.8396,3.789409e-06
545.8287,3.825231e-06
548.8762,3.861973e-06
551.8854,3.898561e-06
554.892,3.935378e-06
557.8795,3.972213e-06
560.8907,4.009456e-06
563.9354,4.047347e-06
566.9398,4.085243e-06
569.9288,4.123029e-06
572.9365,4.161434e-06
575.9454,4.200062e-06
578.9911,4.239477e-06
581.9803,4.278326e-06
584.9879,4.31781e-06
587.9982,4.357547e-06
590.9869,4.397446e-06
594.0339,4.438445e-06
597.0421,4.479203e-06
600.0485,4.52019e-06
4.014379,1.056408e-08
7.020506,1.827216e-08
10.06518,2.633287e-08
13.05392,3.421007e-08
16.06286,4.151601e-08
19.07279,4.847693e-08
22.05852,5.636992e-08
25.12108,6.466957e-08
28.11179,7.244678e-08
31.11622,8.035029e-08
34.10721,8.830799e-08
37.11071,9.630759e-08
40.15468,1.045765e-07
43.16366,1.15088e-07
46.15105,1.261177e-07
49.15963,1.373104e-07
52.16576,1.486081e-07
55.21232,1.605829e-07
58.21822,1.675055e-07
61.20676,1.836839e-07
64.21313,1.962143e-07
67.20286,2.084095e-07
70.26404,2.209744e-07
73.25312,2.332808e-07
76.26259,2.456114e-07
79.25222,2.582597e-07
82.26043,2.71185e-07
85.30558,2.841772e-07
88.3138,2.973678e-07
91.30218,3.104868e-07
94.31254,3.237034e-07
97.32022,3.371652e-07
100.3662,3.508135e-07
103.3738,3.643964e-07
106.3623,3.777411e-07
109.3712,3.918601e-07
112.3569,4.055881e-07
115.4202,4.197551e-07
118.4112,4.339343e-07
121.4193,4.48597e-07
124.4093,4.632401e-07
127.417,4.78035e-07
130.4628,4.935903e-07
133.4715,5.085784e-07
136.4599,5.238394e-07
139.4674,5.403438e-07
142.4755,5.556882e-07
145.5202,5.720525e-07
148.5287,5.888896e-07
151.5199,6.042856e-07
154.5269,6.213134e-07
157.5152,6.385579e-07
160.579,6.562622e-07
163.5665,6.736495e-07
166.5751,6.923297e-07
169.5658,7.104489e-07
172.5724,7.323015e-07
175.6176,7.503578e-07
178.6241,7.689616e-07
181.6141,7.898481e-07
184.6197,8.071892e-07
187.6242,8.27215e-07
190.6692,8.491748e-07
193.6754,8.658882e-07
196.6646,8.870198e-07
199.6737,9.075993e-07
202.6616,9.26144e-07
205.725,9.50485e-07
208.7164,9.683522e-07
211.7229,9.887154e-07
214.712,1.010593e-06
217.7186,1.02874e-06
220.7649,1.049982e-06
223.6478,1.049996e-06
225.6756,1.050009e-06
229.7572,1.058538e-06
232.7671,1.078862e-06
235.8124,1.098672e-06
238.8209,1.118351e-06
241.8106,1.138037e-06
244.8192,1.157894e-06
247.8092,1.17769e-06
250.8733,1.1983e-06
253.8629,1.218489e-06
256.8718,1.238999e-06
259.8608,1.259384e-06
262.864,1.279971e-06
265.9103,1.301065e-06
268.918,1.3222e-06
271.9264,1.343274e-06
274.916,1.364359e-06
277.9242,1.385696e-06
280.9687,1.40751e-06
283.9776,1.429091e-06
286.9668,1.450756e-06
289.9753,1.472686e-06
292.9633,1.494635e-06
296.0272,1.517164e-06
299.0168,1.539213e-06
302.0247,1.561709e-06
305.0154,1.584152e-06
308.0782,1.607266e-06
311.0673,1.629856e-06
314.0746,1.652746e-06
317.0809,1.675769e-06
320.0706,1.698758e-06
323.1169,1.722469e-06
326.1231,1.745933e-06
329.1311,1.769604e-06
332.1198,1.793137e-06
335.1276,1.81703e-06
338.1723,1.841376e-06
341.1762,1.865532e-06
344.1647,1.889713e-06
347.1734,1.914277e-06
350.1619,1.938656e-06
353.2243,1.963879e-06
356.2125,1.988618e-06
359.2211,2.013835e-06
362.2302,2.039087e-06
365.2195,2.064254e-06
368.2624,2.090158e-06
371.2708,2.115811e-06
374.2777,2.141714e-06
377.2668,2.167594e-06
380.2758,2.19385e-06
383.3185,2.220471e-06
386.3266,2.246916e-06
389.3177,2.273391e-06
392.3266,2.300344e-06
395.3155,2.327127e-06
398.3805,2.354881e-06
401.3704,2.381898e-06
404.378,2.409369e-06
407.3852,2.436946e-06
410.3738,2.464632e-06
413.419,2.493169e-06
416.4254,2.521272e-06
419.4332,2.54951e-06
422.4211,2.577789e-06
425.4286,2.606595e-06
428.4762,2.635805e-06
431.4825,2.664841e-06
434.4733,2.693865e-06
437.4825,2.723145e-06
440.471,2.752512e-06
443.5338,2.782987e-06
446.524,2.812669e-06
449.5326,2.842755e-06
452.5384,2.872977e-06
455.5289,2.903249e-06
458.5729,2.934369e-06
461.5826,2.965156e-06
464.5891,2.996111e-06
467.5769,3.027121e-06
470.5847,3.058494e-06
473.6304,3.090464e-06
476.6345,3.122336e-06
479.6263,3.154159e-06
482.6347,3.186358e-06
485.6417,3.218601e-06
488.6864,3.251493e-06
491.6718,3.284106e-06
494.6784,3.317172e-06
497.6861,3.350271e-06
500.674,3.383441e-06
503.7193,3.417425e-06
506.7259,3.451193e-06
509.7334,3.485221e-06
512.7255,3.519331e-06
515.731,3.553702e-06
518.7767,3.58867e-06
521.7838,3.623541e-06
524.7732,3.658506e-06
527.7792,3.693855e-06
530.7882,3.729337e-06
533.8336,3.765468e-06
536.8237,3.801156e-06
539.8301,3.837307e-06
542.8403,3.873851e-06
545.8309,3.910321e-06
548.8763,3.947782e-06
551.8865,3.984814e-06
554.8923,4.022195e-06
557.8823,4.059741e-06
560.8908,4.09769e-06
563.933,4.136365e-06
566.9405,4.174732e-06
569.9312,4.213216e-06
572.9376,4.252176e-06
575.9457,4.29144e-06
578.9933,4.331601e-06
581.9814,4.371155e-06
584.9896,4.411284e-06
587.9985,4.451726e-06
590.9882,4.492304e-06
594.035,4.53392e-06
597.0425,4.575319e-06
600.0499,4.616958e-06
4.013053,9.840659e-09
7.02137,1.778708e-08
10.06659,2.584148e-08
13.05473,3.344808e-08
16.06127,4.071807e-08
19.07124,4.783683e-08
22.05884,5.520089e-08
25.1205,6.321503e-08
28.11058,7.118141e-08
31.11847,7.928732e-08
34.10651,8.721354e-08
37.11096,9.500284e-08
40.15577,1.038007e-07
43.16464,1.145659e-07
46.15292,1.25598e-07
49.15956,1.369908e-07
52.16714,1.485413e-07
55.21316,1.606016e-07
58.21852,1.67565e-07
61.20788,1.840439e-07
64.21401,1.968307e-07
67.20404,2.09147e-07
70.26603,2.217613e-07
73.25457,2.343146e-07
76.26443,2.470909e-07
79.25313,2.59686e-07
82.26095,2.728459e-07
85.30611,2.86154e-07
88.31451,2.995007e-07
91.30379,3.127807e-07
94.31343,3.263738e-07
97.32087,3.399179e-07
100.3668,3.537334e-07
103.3732,3.676205e-07
106.3623,3.813622e-07
109.3715,3.95604e-07
112.3569,4.094489e-07
115.4207,4.23968e-07
118.412,4.385201e-07
121.4196,4.533148e-07
124.4091,4.681411e-07
127.4182,4.832972e-07
130.4625,4.995793e-07
133.4717,5.146131e-07
136.4584,5.301461e-07
139.468,5.467518e-07
142.4766,5.622072e-07
145.5194,5.792098e-07
148.5289,5.957803e-07
151.5206,6.116005e-07
154.5274,6.296888e-07
157.5152,6.466798e-07
160.5785,6.658786e-07
163.5669,6.853289e-07
166.5762,7.027735e-07
169.5656,7.213824e-07
172.5735,7.428598e-07
175.6179,7.605616e-07
178.6241,7.800826e-07
181.6135,8.003004e-07
184.6207,8.176889e-07
187.6246,8.394686e-07
190.6708,8.608782e-07
193.6774,8.792398e-07
196.6655,9.013869e-07
199.6752,9.209381e-07
202.6631,9.40966e-07
205.727,9.65376e-07
208.7167,9.821698e-07
211.7236,1.003372e-06
214.7127,1.024541e-06
217.7203,1.043251e-06
220.6917,1.049992e-06
222.9585,1.050006e-06
226.7519,1.054481e-06
229.7605,1.075051e-06
232.7696,1.09471e-06
235.8139,1.114763e-06
238.8214,1.134676e-06
241.8125,1.154793e-06
244.8212,1.17503e-06
247.8114,1.195314e-06
250.875,1.216258e-06
253.8628,1.236715e-06
256.8715,1.257369e-06
259.8611,1.278317e-06
262.8639,1.299437e-06
265.9119,1.320885e-06
268.9192,1.34215e-06
271.9265,1.363615e-06
274.9166,1.385057e-06
277.9241,1.406921e-06
280.9688,1.429091e-06
283.9781,1.451243e-06
286.967,1.473212e-06
289.9763,1.495418e-06
292.9642,1.517659e-06
296.0277,1.540745e-06
299.018,1.563305e-06
302.0262,1.586155e-06
305.0165,1.608961e-06
308.0796,1.63244e-06
311.0691,1.655385e-06
314.0758,1.678779e-06
317.0835,1.702375e-06
320.0724,1.725879e-06
