Collector_Emitter_Voltage_Vce,Leakage_Current_Ic
593.2374,5.498166e-06
593.7351,5.505955e-06
594.2384,5.513588e-06
594.7403,5.522069e-06
595.2972,5.530828e-06
595.7983,5.538722e-06
596.3003,5.546393e-06
596.8008,5.55428e-06
597.3014,5.562505e-06
597.7849,5.570095e-06
598.2858,5.577991e-06
598.7897,5.585921e-06
599.2913,5.594087e-06
599.7903,5.601997e-06
600.291,5.610044e-06
600.7939,5.618137e-06
601.2941,5.626328e-06
601.7943,5.634203e-06
602.298,5.64232e-06
602.7984,5.649835e-06
603.3008,5.658729e-06
603.8026,5.666705e-06
604.3045,5.674805e-06
604.8047,5.682525e-06
605.3441,5.691918e-06
605.8436,5.699941e-06
606.3433,5.707985e-06
606.8482,5.716424e-06
607.3481,5.724612e-06
607.8498,5.732697e-06
608.3506,5.740835e-06
608.8531,5.749135e-06
609.3527,5.757776e-06
609.8546,5.765794e-06
610.3358,5.773649e-06
610.8382,5.781557e-06
611.3405,5.790733e-06
611.8412,5.798747e-06
612.3447,5.807075e-06
612.8436,5.815277e-06
613.3439,5.823917e-06
613.8457,5.832224e-06
614.3482,5.840631e-06
614.8477,5.849034e-06
615.4059,5.858396e-06
615.8887,5.866735e-06
616.3885,5.874987e-06
616.8895,5.88341e-06
617.392,5.891559e-06
617.8934,5.900856e-06
618.3935,5.909143e-06
618.8944,5.917595e-06
619.3956,5.925576e-06
619.8975,5.934964e-06
620.3961,5.943306e-06
620.8997,5.951912e-06
621.4013,5.960361e-06
621.904,5.969438e-06
622.4053,5.977919e-06
622.9054,5.986524e-06
623.3879,5.994698e-06
623.8864,6.003605e-06
624.3907,6.01259e-06
624.8923,6.021226e-06
625.4492,6.030838e-06
625.9504,6.03964e-06
626.4542,6.048599e-06
626.9543,6.057423e-06
627.4564,6.066193e-06
627.958,6.075259e-06
628.4385,6.083691e-06
628.9387,6.092485e-06
629.4398,6.101202e-06
629.9428,6.110548e-06
630.4443,6.119592e-06
630.9437,6.128521e-06
631.447,6.137436e-06
631.9464,6.146628e-06
632.4473,6.155646e-06
632.9482,6.164693e-06
633.4497,6.174066e-06
633.9504,6.183489e-06
634.4521,6.192639e-06
634.9548,6.201826e-06
635.492,6.211996e-06
635.9956,6.221519e-06
636.4962,6.230897e-06
636.9983,6.240356e-06
637.4999,6.249742e-06
637.9974,6.259266e-06
638.4982,6.268844e-06
638.9995,6.278407e-06
639.5032,6.288253e-06
640.0021,6.297975e-06
640.504,6.307569e-06
640.9874,6.317039e-06
641.4885,6.327201e-06
641.9914,6.337259e-06
642.491,6.347417e-06
642.9901,6.35739e-06
643.4904,6.367638e-06
643.9918,6.377936e-06
644.4932,6.388434e-06
644.9944,6.398998e-06
645.5526,6.410839e-06
646.0368,6.421143e-06
646.5349,6.432005e-06
647.0362,6.443076e-06
647.5391,6.454398e-06
648.0384,6.4657e-06
648.5396,6.477317e-06
649.0399,6.489081e-06
649.5409,6.501014e-06
650.0427,6.513316e-06
550.5312,4.860651e-06
551.0328,4.864516e-06
551.5332,4.870191e-06
552.0349,4.876515e-06
552.5365,4.883117e-06
553.0358,4.890046e-06
553.5361,4.896892e-06
554.04,4.904003e-06
554.5408,4.911094e-06
555.0809,4.918887e-06
555.5819,4.925995e-06
556.0823,4.933173e-06
556.583,4.940369e-06
557.0844,4.947709e-06
557.5862,4.955049e-06
558.0873,4.962346e-06
558.59,4.969636e-06
559.0884,4.976921e-06
559.5908,4.984337e-06
560.0957,4.991754e-06
560.5948,4.999095e-06
561.0972,5.006475e-06
561.5977,5.013799e-06
562.0997,5.021189e-06
562.5812,5.028376e-06
563.0825,5.035737e-06
563.5844,5.04319e-06
564.0846,5.050503e-06
564.5863,5.057926e-06
565.1436,5.066321e-06
565.6439,5.073754e-06
566.1471,5.081328e-06
566.6463,5.088683e-06
567.1443,5.096058e-06
567.6282,5.103209e-06
568.1302,5.110932e-06
568.631,5.11841e-06
569.1324,5.125877e-06
569.6343,5.133424e-06
570.137,5.140829e-06
570.6371,5.148358e-06
571.1382,5.155965e-06
571.6402,5.163493e-06
572.1403,5.171036e-06
572.6422,5.178494e-06
573.1432,5.18604e-06
573.6448,5.193705e-06
574.1467,5.20128e-06
574.6477,5.208924e-06
575.1863,5.217046e-06
575.6882,5.224645e-06
576.1876,5.232218e-06
576.6901,5.239848e-06
577.1914,5.24757e-06
577.694,5.255234e-06
578.1945,5.262717e-06
578.6953,5.270368e-06
579.1979,5.277987e-06
579.6984,5.285766e-06
580.1812,5.293189e-06
580.6841,5.300848e-06
581.1853,5.308525e-06
581.6844,5.316179e-06
582.1866,5.323848e-06
582.6891,5.331601e-06
583.1902,5.339474e-06
583.6907,5.347155e-06
584.1921,5.354882e-06
584.6953,5.362673e-06
585.2312,5.371103e-06
585.7331,5.378863e-06
586.2363,5.386771e-06
586.7367,5.394611e-06
587.2386,5.402441e-06
587.7424,5.410256e-06
588.24,5.418159e-06
588.7427,5.426037e-06
589.2454,5.433915e-06
589.7465,5.441614e-06
590.2491,5.449479e-06
590.7476,5.457293e-06
591.2495,5.465246e-06
591.7504,5.473092e-06
592.252,5.481071e-06
592.7364,5.488588e-06
593.2362,5.496446e-06
593.7387,5.504362e-06
594.2399,5.512485e-06
594.7396,5.520366e-06
595.2961,5.529233e-06
595.7987,5.537168e-06
596.298,5.545134e-06
596.8009,5.553112e-06
597.3027,5.561144e-06
597.7853,5.56886e-06
598.2876,5.576965e-06
598.788,5.584931e-06
599.2906,5.592997e-06
599.7903,5.601141e-06
600.2917,5.609301e-06
600.7947,5.617408e-06
601.2953,5.625497e-06
601.7964,5.633528e-06
602.2957,5.641636e-06
602.7996,5.649847e-06
603.2991,5.657987e-06
603.8022,5.666331e-06
604.3024,5.674475e-06
604.8031,5.682527e-06
605.3407,5.691362e-06
605.8444,5.699701e-06
606.3443,5.707882e-06
606.847,5.716175e-06
607.3497,5.724446e-06
607.8488,5.732644e-06
608.3491,5.740911e-06
608.8519,5.749226e-06
609.3525,5.757657e-06
609.8524,5.766064e-06
610.3371,5.774014e-06
610.8378,5.782285e-06
611.3391,5.790728e-06
611.8408,5.799239e-06
612.3437,5.807627e-06
612.8441,5.816057e-06
613.344,5.824496e-06
613.8441,5.832839e-06
614.3481,5.841395e-06
614.8486,5.849887e-06
615.4058,5.859331e-06
615.8875,5.867388e-06
616.3892,5.875927e-06
616.8902,5.884441e-06
617.392,5.893071e-06
617.8934,5.901654e-06
618.394,5.910262e-06
618.8966,5.918897e-06
619.3951,5.927479e-06
619.8983,5.936038e-06
620.3995,5.944788e-06
620.8985,5.953478e-06
621.3993,5.962175e-06
621.9023,5.970848e-06
622.405,5.979547e-06
622.9051,5.9882e-06
623.3872,5.996638e-06
623.8869,6.005424e-06
624.3919,6.014295e-06
624.8918,6.023134e-06
625.4481,6.032844e-06
625.9503,6.041716e-06
626.4519,6.050695e-06
626.9559,6.059624e-06
627.4548,6.068609e-06
627.9563,6.077414e-06
628.4385,6.08605e-06
628.9391,6.095041e-06
629.4411,6.104101e-06
629.9429,6.113196e-06
630.4429,6.122242e-06
630.9429,6.131238e-06
631.4476,6.140274e-06
631.9468,6.149615e-06
632.4478,6.158766e-06
632.9492,6.168023e-06
633.4513,6.177208e-06
633.9511,6.186481e-06
634.4518,6.195678e-06
634.9547,6.205081e-06
635.4921,6.215243e-06
635.9935,6.224737e-06
636.4957,6.23403e-06
636.9972,6.243609e-06
637.4976,6.253188e-06
637.9975,6.262846e-06
638.4985,6.272372e-06
639.0002,6.281997e-06
639.5016,6.291713e-06
640.0048,6.301537e-06
640.503,6.311315e-06
640.9904,6.320975e-06
641.4893,6.330952e-06
641.9913,6.340834e-06
642.4911,6.350809e-06
642.9864,6.360858e-06
643.4892,6.371164e-06
643.9922,6.381496e-06
644.4902,6.391813e-06
644.9951,6.402221e-06
645.5519,6.41397e-06
646.036,6.424199e-06
646.5355,6.435142e-06
647.0361,6.446104e-06
647.537,6.45717e-06
648.037,6.468398e-06
648.54,6.479773e-06
649.0417,6.491357e-06
649.543,6.503135e-06
650.0439,6.515111e-06
550.5309,4.595165e-06
551.033,4.598563e-06
551.5334,4.603929e-06
552.0349,4.609952e-06
552.5351,4.616371e-06
553.0366,4.622921e-06
553.5378,4.629652e-06
554.0386,4.636314e-06
554.5423,4.643075e-06
555.0797,4.650522e-06
555.5813,4.657501e-06
556.0807,4.664412e-06
556.5826,4.671342e-06
557.0849,4.67817e-06
557.5844,4.685171e-06
558.087,4.692198e-06
558.5892,4.699274e-06
559.0915,4.70639e-06
559.5925,4.713391e-06
560.0924,4.720402e-06
560.5948,4.727345e-06
561.0958,4.734557e-06
561.5969,4.741693e-06
562.0977,4.748811e-06
562.5809,4.755617e-06
563.081,4.762665e-06
563.5827,4.76985e-06
564.0845,4.776971e-06
564.5876,4.784213e-06
565.1442,4.792203e-06
565.6461,4.799315e-06
566.1463,4.806469e-06
566.6481,4.813618e-06
567.1453,4.820879e-06
567.6287,4.827751e-06
568.1303,4.835003e-06
568.6306,4.842113e-06
569.1329,4.84936e-06
569.6349,4.856731e-06
570.1368,4.863926e-06
570.6388,4.871335e-06
571.1381,4.878472e-06
571.6396,4.885659e-06
572.1417,4.892906e-06
572.6436,4.900327e-06
573.1447,4.907565e-06
573.6457,4.914843e-06
574.1482,4.922117e-06
574.6476,4.929449e-06
575.1851,4.937255e-06
575.6878,4.944649e-06
576.1888,4.951964e-06
576.6915,4.959429e-06
577.1913,4.966627e-06
577.6943,4.973993e-06
578.1938,4.981527e-06
578.6956,4.98896e-06
579.2,4.996337e-06
579.6992,5.003687e-06
580.1819,5.010798e-06
580.6828,5.018278e-06
581.1847,5.025792e-06
581.6844,5.033281e-06
582.1859,5.04087e-06
582.6883,5.0482e-06
583.189,5.05563e-06
583.6893,5.06317e-06
584.1921,5.070764e-06
584.6949,5.078281e-06
585.232,5.086296e-06
585.733,5.093832e-06
586.2344,5.101376e-06
586.7361,5.1089e-06
587.2392,5.116536e-06
587.7416,5.124156e-06
588.2408,5.131619e-06
588.7421,5.139111e-06
589.2435,5.14682e-06
589.7468,5.154481e-06
590.2479,5.162087e-06
590.7461,5.169648e-06
591.2491,5.177237e-06
591.7511,5.184907e-06
592.2515,5.19256e-06
592.7333,5.199965e-06
593.2356,5.207686e-06
593.7374,5.215319e-06
594.2402,5.222917e-06
594.739,5.23062e-06
595.2961,5.239291e-06
595.7992,5.247024e-06
596.3002,5.254708e-06
596.8027,5.262419e-06
597.3021,5.270144e-06
597.7841,5.277636e-06
598.2867,5.285424e-06
598.7883,5.293287e-06
599.2898,5.301019e-06
599.7902,5.308753e-06
600.2914,5.316565e-06
600.7924,5.324517e-06
601.2946,5.332316e-06
601.7941,5.34012e-06
602.2974,5.347962e-06
602.7978,5.355816e-06
603.2991,5.363643e-06
603.8008,5.371675e-06
604.3015,5.379522e-06
604.8031,5.387407e-06
605.3413,5.395852e-06
605.8438,5.403735e-06
606.3461,5.411837e-06
606.8474,5.419842e-06
607.3478,5.427728e-06
607.8504,5.435685e-06
608.3495,5.443635e-06
608.8518,5.45166e-06
609.3544,5.459705e-06
609.8534,5.467804e-06
610.3373,5.475531e-06
610.8376,5.483474e-06
611.339,5.491465e-06
611.8411,5.499522e-06
612.3409,5.50768e-06
612.8435,5.515781e-06
613.3428,5.52391e-06
613.8439,5.532022e-06
614.3457,5.540157e-06
614.8459,5.548305e-06
615.4041,5.557363e-06
615.8873,5.565282e-06
616.3878,5.573446e-06
616.8884,5.581571e-06
617.3925,5.589868e-06
617.8916,5.59821e-06
618.3942,5.606448e-06
618.8948,5.614816e-06
619.3959,5.623001e-06
619.897,5.631272e-06
620.3974,5.639527e-06
620.9009,5.648002e-06
621.3993,5.656379e-06
621.903,5.664951e-06
622.4028,5.673213e-06
622.9045,5.681576e-06
623.3868,5.689859e-06
623.8871,5.698346e-06
624.3909,5.706876e-06
624.893,5.715509e-06
625.4486,5.724902e-06
625.9509,5.73337e-06
626.454,5.742108e-06
626.9532,5.750702e-06
627.4541,5.759392e-06
627.9562,5.767994e-06
628.4379,5.77633e-06
628.9399,5.785039e-06
629.439,5.79385e-06
629.9407,5.802578e-06
630.4417,5.811387e-06
630.9428,5.820237e-06
631.447,5.828994e-06
631.947,5.837885e-06
632.4485,5.846865e-06
632.9479,5.85583e-06
633.4509,5.864772e-06
633.9507,5.873669e-06
634.4503,5.88274e-06
634.9534,5.89182e-06
635.4922,5.901679e-06
635.9943,5.91088e-06
636.4955,5.920183e-06
636.9974,5.929302e-06
637.4978,5.938611e-06
637.9994,5.948093e-06
638.4996,5.957528e-06
639.0009,5.96695e-06
639.5024,5.976476e-06
640.0021,5.986004e-06
640.5054,5.995641e-06
640.9863,6.00503e-06
641.4886,6.014916e-06
641.9894,6.024881e-06
642.4897,6.034821e-06
642.9856,6.044671e-06
643.4893,6.054845e-06
643.9908,6.065223e-06
644.492,6.075674e-06
644.9928,6.086187e-06
645.5505,6.098113e-06
646.0335,6.108536e-06
646.5355,6.119556e-06
647.0359,6.130745e-06
647.5363,6.142239e-06
648.0386,6.153877e-06
648.54,6.165722e-06
649.0396,6.178025e-06
649.5417,6.190692e-06
650.0424,6.203525e-06
550.5287,3.930206e-06
551.0319,3.932648e-06
551.5319,3.937179e-06
552.0348,3.942355e-06
552.5357,3.947689e-06
553.0366,3.953372e-06
553.5373,3.959032e-06
554.0403,3.964869e-06
554.539,3.970615e-06
555.0799,3.976983e-06
555.5812,3.982864e-06
556.0812,3.988738e-06
556.5839,3.994591e-06
557.084,4.000584e-06
557.5847,4.006606e-06
558.086,4.012642e-06
558.5883,4.018549e-06
559.089,4.02453e-06
559.5908,4.030593e-06
560.0936,4.036659e-06
560.5937,4.042798e-06
561.0942,4.04889e-06
561.5972,4.055049e-06
562.0975,4.061059e-06
562.5808,4.066855e-06
563.081,4.073017e-06
563.5836,4.079266e-06
564.0839,4.085368e-06
564.5858,4.091578e-06
565.143,4.098433e-06
565.6441,4.104507e-06
566.1442,4.11067e-06
566.6474,4.116925e-06
567.1445,4.123212e-06
567.6287,4.129159e-06
568.1291,4.135354e-06
568.63,4.14155e-06
569.1317,4.147769e-06
569.6324,4.154068e-06
570.1348,4.160314e-06
570.6374,4.16673e-06
571.1367,4.172913e-06
571.6378,4.179149e-06
572.1392,4.185396e-06
572.6406,4.191859e-06
573.1434,4.198138e-06
573.6441,4.20444e-06
574.1457,4.210717e-06
574.6478,4.217102e-06
575.1845,4.223873e-06
575.6876,4.230326e-06
576.1862,4.236691e-06
576.6896,4.243173e-06
577.1896,4.249476e-06
577.6895,4.255869e-06
578.1931,4.26231e-06
578.6932,4.268807e-06
579.1962,4.27521e-06
579.6986,4.281651e-06
580.1808,4.287834e-06
580.6816,4.294199e-06
581.1828,4.300615e-06
581.6841,4.307139e-06
582.1859,4.313696e-06
582.6872,4.320204e-06
583.1888,4.326655e-06
583.6901,4.333148e-06
584.1904,4.339658e-06
584.6925,4.34623e-06
585.2297,4.35327e-06
585.7328,4.359911e-06
586.234,4.366495e-06
586.7349,4.372939e-06
587.2372,4.379504e-06
587.7401,4.386283e-06
588.2392,4.392769e-06
588.7422,4.399445e-06
589.2429,4.406005e-06
589.7467,4.412595e-06
590.2466,4.419302e-06
590.7482,4.42598e-06
591.2469,4.432642e-06
591.7493,4.439308e-06
592.2496,4.445858e-06
592.733,4.452137e-06
593.2357,4.458902e-06
593.7357,4.465598e-06
594.2379,4.472263e-06
594.7396,4.478906e-06
595.297,4.486377e-06
595.7966,4.492967e-06
596.2986,4.499661e-06
596.8015,4.506435e-06
597.3018,4.513176e-06
597.7853,4.519605e-06
598.2854,4.52629e-06
598.7873,4.533016e-06
599.2891,4.539782e-06
599.7886,4.546612e-06
600.2902,4.553434e-06
600.7924,4.560326e-06
601.2925,4.567e-06
601.7947,4.573749e-06
602.2964,4.580691e-06
602.798,4.587615e-06
603.3008,4.594525e-06
603.8008,4.601332e-06
604.301,4.60815e-06
604.803,4.615074e-06
605.3423,4.622632e-06
605.8444,4.629504e-06
606.345,4.636483e-06
606.8481,4.643393e-06
607.3467,4.650373e-06
607.8502,4.657278e-06
608.3506,4.6644e-06
608.8515,4.671388e-06
609.3548,4.678471e-06
609.8555,4.685475e-06
610.3365,4.692261e-06
610.8367,4.699219e-06
611.3397,4.706355e-06
611.8408,4.71355e-06
612.3425,4.720754e-06
612.8431,4.72783e-06
613.3454,4.734992e-06
613.8451,4.742135e-06
614.347,4.749446e-06
614.8471,4.756566e-06
615.4045,4.764664e-06
615.8895,4.77164e-06
616.3887,4.778863e-06
616.8895,4.786058e-06
617.3918,4.793447e-06
617.8926,4.800728e-06
618.395,4.807967e-06
618.8941,4.815344e-06
619.3965,4.822688e-06
619.8964,4.829977e-06
620.3982,4.837429e-06
620.8996,4.844807e-06
621.4005,4.852339e-06
621.9026,4.859693e-06
622.4041,4.867042e-06
622.9046,4.874489e-06
623.3862,4.881834e-06
623.8871,4.889307e-06
624.3899,4.896785e-06
624.8892,4.904303e-06
625.4485,4.912741e-06
625.9485,4.920219e-06
626.4519,4.928034e-06
626.955,4.935777e-06
627.4554,4.943493e-06
627.9563,4.951082e-06
628.4375,4.958523e-06
628.9384,4.966299e-06
629.4392,4.974188e-06
629.9424,4.982047e-06
630.442,4.989937e-06
630.9437,4.997858e-06
631.4459,5.005822e-06
631.9471,5.013769e-06
632.4484,5.021862e-06
632.949,5.029951e-06
633.4498,5.038094e-06
633.9513,5.046218e-06
634.4525,5.054403e-06
634.9532,5.062737e-06
635.4924,5.071651e-06
635.9929,5.08004e-06
636.4957,5.088517e-06
636.9976,5.096825e-06
637.4986,5.105312e-06
637.9981,5.113985e-06
638.4973,5.12263e-06
639.0004,5.131373e-06
639.5018,5.140078e-06
640.0015,5.148936e-06
640.5019,5.157767e-06
640.9849,5.166544e-06
641.4891,5.175712e-06
641.988,5.184932e-06
642.4907,5.194173e-06
642.9871,5.203396e-06
643.4885,5.21295e-06
643.9899,5.222656e-06
644.4901,5.232396e-06
644.993,5.242348e-06
645.5504,5.253577e-06
646.0333,5.263306e-06
646.5354,5.273913e-06
647.0349,5.28456e-06
647.5347,5.295453e-06
648.0377,5.306515e-06
648.5394,5.317838e-06
649.0375,5.329487e-06
649.5412,5.341699e-06
650.043,5.354059e-06
550.5297,3.802537e-06
551.0334,3.804908e-06
551.5316,3.809356e-06
552.0355,3.814415e-06
552.5367,3.819941e-06
553.0372,3.825502e-06
553.5391,3.831171e-06
554.0389,3.836921e-06
554.5397,3.842852e-06
555.0801,3.849544e-06
555.5821,3.855152e-06
556.0834,3.860995e-06
556.5821,3.866995e-06
557.0851,3.873018e-06
557.5846,3.879178e-06
558.0863,3.885201e-06
558.59,3.891185e-06
559.0908,3.897222e-06
559.5921,3.903229e-06
560.0918,3.909451e-06
560.5939,3.915562e-06
561.0967,3.921848e-06
561.5992,3.92785e-06
562.0995,3.933995e-06
562.5813,3.939877e-06
563.0828,3.946101e-06
563.5837,3.952278e-06
564.0865,3.958459e-06
564.5871,3.964662e-06
565.1433,3.971503e-06
565.6451,3.977612e-06
566.1464,3.983921e-06
566.6483,3.990177e-06
567.1451,3.996342e-06
567.6293,4.00228e-06
568.1288,4.008583e-06
568.6314,4.014888e-06
569.1326,4.021165e-06
569.636,4.027519e-06
570.1372,4.033767e-06
570.6387,4.039989e-06
571.1392,4.046285e-06
571.6389,4.052663e-06
572.1412,4.059017e-06
572.6421,4.065402e-06
573.1434,4.07167e-06
573.6462,4.077996e-06
574.147,4.084359e-06
574.6483,4.090787e-06
575.1873,4.097626e-06
575.6879,4.104088e-06
576.1898,4.110471e-06
576.6917,4.116844e-06
577.1927,4.123341e-06
577.6934,4.129854e-06
578.1943,4.136292e-06
578.6957,4.142761e-06
579.1964,4.149112e-06
579.6995,4.1556e-06
580.1822,4.161979e-06
580.6816,4.168461e-06
581.184,4.175044e-06
581.6852,4.181471e-06
582.1858,4.187867e-06
582.6888,4.19444e-06
583.1894,4.201126e-06
583.6921,4.207685e-06
584.193,4.214192e-06
584.6943,4.220738e-06
585.2319,4.227805e-06
585.732,4.23437e-06
586.2358,4.241096e-06
586.7364,4.247671e-06
587.2377,4.254317e-06
587.7402,4.260764e-06
588.2404,4.267503e-06
588.7416,4.274209e-06
589.2448,4.280912e-06
589.7446,4.287431e-06
590.246,4.294083e-06
590.7479,4.300916e-06
591.2479,4.307645e-06
591.7499,4.31445e-06
592.252,4.32109e-06
592.7353,4.327569e-06
593.2362,4.334271e-06
593.7361,4.341041e-06
594.2409,4.34794e-06
594.7404,4.354654e-06
595.2956,4.362156e-06
595.7975,4.36888e-06
596.2994,4.37576e-06
596.8013,4.382672e-06
597.3032,4.389483e-06
597.7856,4.395959e-06
598.2883,4.402856e-06
598.7876,4.409611e-06
599.2901,4.416606e-06
599.7896,4.423568e-06
600.2891,4.430426e-06
600.7928,4.437246e-06
601.2937,4.444093e-06
601.7965,4.45122e-06
602.2963,4.458163e-06
602.7976,4.465169e-06
603.298,4.472029e-06
603.8008,4.478984e-06
604.3022,4.486055e-06
604.804,4.4931e-06
605.3423,4.500764e-06
605.8431,4.507772e-06
606.3444,4.514759e-06
606.8468,4.52187e-06
607.348,4.529087e-06
607.8501,4.536233e-06
608.3512,4.543303e-06
608.8522,4.550412e-06
609.3541,4.557617e-06
609.8535,4.564964e-06
610.3374,4.57189e-06
610.8373,4.579138e-06
611.3392,4.586452e-06
611.8395,4.593632e-06
612.3435,4.601005e-06
612.8426,4.608336e-06
613.3444,4.615822e-06
613.8453,4.623025e-06
614.3455,4.630323e-06
614.8481,4.637698e-06
615.4042,4.645975e-06
615.8882,4.653028e-06
616.3901,4.66052e-06
616.8923,4.667955e-06
617.3927,4.675446e-06
617.8929,4.682917e-06
618.3941,4.690451e-06
618.895,4.698034e-06
619.3953,4.705588e-06
619.8963,4.713092e-06
620.3976,4.720725e-06
620.9,4.728523e-06
621.3998,4.736177e-06
621.9041,4.743994e-06
622.405,4.751716e-06
622.9042,4.759387e-06
623.3872,4.766945e-06
623.8881,4.77478e-06
624.3911,4.782783e-06
624.8939,4.79068e-06
625.4495,4.799411e-06
625.9494,4.807352e-06
626.4518,4.815532e-06
626.9534,4.823585e-06
627.4538,4.831653e-06
627.955,4.839742e-06
628.4374,4.847616e-06
628.9384,4.85591e-06
629.4404,4.86417e-06
629.9413,4.872564e-06
630.4411,4.880873e-06
630.9415,4.889198e-06
631.4438,4.897799e-06
631.9487,4.906422e-06
632.4471,4.915133e-06
632.9481,4.923636e-06
633.4485,4.932347e-06
633.9497,4.941192e-06
634.4513,4.950073e-06
634.9526,4.959131e-06
635.4922,4.968791e-06
635.9949,4.977932e-06
636.4951,4.987041e-06
636.9964,4.996578e-06
637.4959,5.006051e-06
637.9983,5.015745e-06
638.4963,5.025339e-06
638.9993,5.035092e-06
639.5014,5.045251e-06
640.0031,5.055424e-06
640.5051,5.065778e-06
640.9875,5.075909e-06
641.4864,5.086635e-06
641.9883,5.09756e-06
642.4922,5.109032e-06
642.9858,5.120387e-06
643.4904,5.13229e-06
643.9897,5.144373e-06
644.4896,5.15699e-06
644.9933,5.170262e-06
645.5509,5.185364e-06
646.034,5.199171e-06
646.5327,5.213986e-06
647.0353,5.229813e-06
647.5368,5.246611e-06
648.037,5.264478e-06
648.5394,5.284075e-06
649.0406,5.305278e-06
649.541,5.32869e-06
650.0424,5.355176e-06
