Voltage,LeakageCurrent
518.7752,3.32E-06
521.7815,3.36E-06
524.7722,3.39E-06
527.7786,3.42E-06
530.786,3.45E-06
533.8301,3.49E-06
536.8231,3.52E-06
539.8303,3.56E-06
542.8388,3.59E-06
545.8284,3.62E-06
548.8751,3.66E-06
551.8836,3.69E-06
554.8902,3.73E-06
557.8811,3.77E-06
560.8904,3.80E-06
563.9346,3.84E-06
566.9382,3.87E-06
569.9299,3.91E-06
572.9363,3.95E-06
575.9462,3.98E-06
578.9902,4.02E-06
581.9811,4.06E-06
584.9883,4.10E-06
587.9969,4.13E-06
590.9855,4.17E-06
594.0322,4.21E-06
597.0424,4.25E-06
600.0498,4.29E-06
1.008744,3.40E-09
4.013517,9.87E-09
7.02075,1.45E-08
10.06643,2.14E-08
13.05381,2.82E-08
16.06302,3.46E-08
19.06988,4.14E-08
22.05927,4.84E-08
25.11951,5.56E-08
28.11178,6.24E-08
31.11827,6.94E-08
34.10489,7.62E-08
37.10892,8.37E-08
40.15445,9.32E-08
43.16248,1.03E-07
46.15174,1.13E-07
49.15734,1.23E-07
52.16444,1.33E-07
55.20963,1.44E-07
58.21612,1.49E-07
61.20571,1.64E-07
64.21215,1.76E-07
67.20111,1.87E-07
70.26418,1.98E-07
73.25304,2.09E-07
76.26196,2.20E-07
79.25105,2.31E-07
82.25993,2.43E-07
85.30531,2.55E-07
88.31156,2.66E-07
91.30171,2.78E-07
94.31277,2.90E-07
97.3202,3.02E-07
100.3647,3.15E-07
103.3729,3.27E-07
106.3625,3.40E-07
109.3707,3.52E-07
112.3564,3.65E-07
115.42,3.77E-07
118.4101,3.90E-07
121.4181,4.03E-07
124.4073,4.16E-07
127.4158,4.29E-07
130.462,4.43E-07
133.4718,4.57E-07
136.4595,4.70E-07
139.4665,4.85E-07
142.4764,4.98E-07
145.52,5.13E-07
148.528,5.27E-07
151.5172,5.42E-07
154.5257,5.58E-07
157.5151,5.72E-07
160.577,5.88E-07
163.5661,6.03E-07
166.5744,6.18E-07
169.5647,6.35E-07
172.5715,6.51E-07
175.6165,6.68E-07
178.6236,6.86E-07
181.6134,7.02E-07
184.62,7.20E-07
187.6232,7.41E-07
190.6678,7.58E-07
193.6746,7.75E-07
196.6647,7.95E-07
199.6722,8.11E-07
202.659,8.30E-07
205.7242,8.51E-07
208.7153,8.66E-07
211.7208,8.87E-07
214.7106,9.05E-07
217.7171,9.25E-07
220.7616,9.47E-07
223.7681,9.64E-07
226.7591,9.83E-07
229.7669,1.00E-06
232.7758,1.02E-06
235.8205,1.04E-06
238.8251,1.05E-06
241.3226,1.05E-06
244.819,1.05E-06
247.8099,1.07E-06
250.8723,1.09E-06
253.8618,1.10E-06
256.8701,1.12E-06
259.8603,1.14E-06
262.8625,1.16E-06
265.9107,1.18E-06
268.9169,1.20E-06
271.925,1.22E-06
274.9153,1.24E-06
277.9231,1.26E-06
280.9672,1.28E-06
283.9753,1.30E-06
286.9673,1.32E-06
289.9751,1.34E-06
292.9631,1.36E-06
296.0262,1.38E-06
299.0178,1.40E-06
302.0249,1.42E-06
305.0147,1.44E-06
308.0772,1.46E-06
311.0672,1.48E-06
314.074,1.50E-06
317.0819,1.52E-06
320.0712,1.55E-06
323.1168,1.57E-06
326.1227,1.59E-06
329.1306,1.61E-06
332.1197,1.63E-06
335.1262,1.65E-06
338.1717,1.68E-06
341.1751,1.70E-06
344.1652,1.72E-06
347.1711,1.74E-06
350.1603,1.77E-06
353.2233,1.79E-06
356.2129,1.81E-06
359.2227,1.84E-06
362.2297,1.86E-06
365.2189,1.88E-06
368.2632,1.91E-06
371.2703,1.93E-06
374.2753,1.95E-06
377.2654,1.98E-06
380.2742,2.00E-06
383.3183,2.03E-06
386.3281,2.05E-06
389.3185,2.08E-06
392.3246,2.10E-06
395.3144,2.13E-06
398.3812,2.15E-06
401.3692,2.18E-06
404.378,2.20E-06
407.3853,2.23E-06
410.3734,2.25E-06
413.4192,2.28E-06
416.4245,2.31E-06
419.4338,2.33E-06
422.4223,2.36E-06
425.4292,2.38E-06
428.4747,2.41E-06
431.4833,2.44E-06
434.4735,2.47E-06
437.4828,2.49E-06
440.4709,2.52E-06
443.5351,2.55E-06
446.5243,2.58E-06
449.53,2.60E-06
452.539,2.63E-06
455.5292,2.66E-06
458.5728,2.69E-06
461.5824,2.72E-06
464.5883,2.75E-06
467.5767,2.77E-06
470.5828,2.80E-06
473.6294,2.83E-06
476.6365,2.86E-06
479.6267,2.89E-06
482.6316,2.92E-06
485.6414,2.95E-06
488.6853,2.98E-06
491.671,3.01E-06
494.6793,3.04E-06
497.6849,3.07E-06
500.6747,3.11E-06
503.7198,3.14E-06
506.7255,3.17E-06
509.7325,3.20E-06
512.7248,3.23E-06
515.7315,3.26E-06
518.7761,3.30E-06
521.7827,3.33E-06
524.7723,3.36E-06
527.7794,3.39E-06
530.7844,3.43E-06
533.8311,3.46E-06
536.823,3.49E-06
539.8286,3.53E-06
542.8395,3.56E-06
545.8301,3.59E-06
548.8745,3.63E-06
551.8833,3.66E-06
554.8902,3.70E-06
557.8795,3.73E-06
560.8898,3.77E-06
563.9332,3.80E-06
566.9385,3.84E-06
569.9274,3.88E-06
572.9374,3.91E-06
575.947,3.95E-06
578.9926,3.99E-06
581.9803,4.02E-06
584.9869,4.06E-06
587.9973,4.10E-06
590.9861,4.14E-06
594.033,4.17E-06
597.0416,4.21E-06
600.0488,4.25E-06
1.007158,4.20E-09
4.012585,1.24E-08
7.020363,1.78E-08
10.06626,2.60E-08
13.05369,3.35E-08
16.06252,4.06E-08
19.07115,4.75E-08
22.05758,5.48E-08
25.12111,6.25E-08
28.10951,6.99E-08
31.11706,7.75E-08
34.1063,8.46E-08
37.10988,9.22E-08
40.1537,1.01E-07
43.1628,1.11E-07
46.15096,1.21E-07
49.1563,1.32E-07
52.16581,1.43E-07
55.21161,1.54E-07
58.21709,1.60E-07
61.20541,1.76E-07
64.21243,1.88E-07
67.20216,1.99E-07
70.26456,2.11E-07
73.25251,2.23E-07
76.26171,2.35E-07
79.25066,2.46E-07
82.25898,2.59E-07
85.30612,2.71E-07
88.31239,2.83E-07
91.30164,2.96E-07
94.31197,3.08E-07
97.32008,3.21E-07
100.3652,3.34E-07
103.3721,3.47E-07
106.3621,3.60E-07
109.3702,3.73E-07
112.3564,3.86E-07
115.4201,3.99E-07
118.4105,4.12E-07
121.4173,4.26E-07
124.408,4.40E-07
127.4162,4.54E-07
130.4621,4.68E-07
133.4705,4.83E-07
136.4596,4.97E-07
139.4672,5.12E-07
142.4763,5.27E-07
145.5201,5.42E-07
148.5277,5.57E-07
151.5194,5.73E-07
154.5252,5.88E-07
157.5136,6.04E-07
160.5786,6.21E-07
163.5656,6.36E-07
166.5727,6.54E-07
169.5632,6.71E-07
172.5704,6.88E-07
175.6161,7.10E-07
178.6239,7.26E-07
181.6118,7.43E-07
184.6198,7.65E-07
187.6229,7.81E-07
190.6689,8.01E-07
193.6753,8.20E-07
196.6639,8.37E-07
199.6714,8.58E-07
202.6586,8.76E-07
205.7243,8.97E-07
208.7145,9.17E-07
211.7209,9.36E-07
214.711,9.55E-07
217.7173,9.77E-07
220.7616,9.95E-07
223.7688,1.01E-06
226.7587,1.03E-06
229.7745,1.05E-06
232.5047,1.05E-06
235.8114,1.04E-06
238.8193,1.06E-06
241.8098,1.08E-06
244.8179,1.10E-06
247.8088,1.12E-06
250.872,1.14E-06
253.8625,1.16E-06
256.8714,1.18E-06
259.8596,1.20E-06
262.8642,1.22E-06
265.9112,1.24E-06
268.916,1.26E-06
271.9264,1.28E-06
274.9155,1.30E-06
277.9235,1.32E-06
280.9692,1.34E-06
283.9775,1.36E-06
286.9658,1.38E-06
289.9756,1.40E-06
292.9627,1.42E-06
296.0271,1.44E-06
299.0163,1.46E-06
302.0255,1.48E-06
305.0154,1.51E-06
308.078,1.53E-06
311.0665,1.55E-06
314.075,1.57E-06
317.0809,1.59E-06
320.0721,1.62E-06
323.1167,1.64E-06
326.1243,1.66E-06
329.1313,1.68E-06
332.1217,1.71E-06
335.1273,1.73E-06
338.1708,1.75E-06
341.1764,1.77E-06
344.1647,1.80E-06
347.1731,1.82E-06
350.161,1.84E-06
353.2239,1.87E-06
356.2136,1.89E-06
359.221,1.92E-06
362.2296,1.94E-06
365.2173,1.96E-06
368.2617,1.99E-06
371.2708,2.01E-06
374.2767,2.04E-06
377.2651,2.06E-06
380.2741,2.09E-06
383.3194,2.11E-06
386.3266,2.14E-06
389.3167,2.16E-06
392.3243,2.19E-06
395.3142,2.22E-06
398.3808,2.24E-06
401.3687,2.27E-06
404.3766,2.29E-06
407.3843,2.32E-06
410.3725,2.35E-06
413.4193,2.37E-06
416.424,2.40E-06
419.4328,2.43E-06
422.422,2.46E-06
425.4299,2.48E-06
428.4754,2.51E-06
431.4821,2.54E-06
434.4741,2.57E-06
437.481,2.59E-06
440.4695,2.62E-06
443.5336,2.65E-06
446.5232,2.68E-06
449.5304,2.71E-06
452.5396,2.74E-06
455.5306,2.77E-06
458.5739,2.80E-06
461.5802,2.83E-06
464.5882,2.86E-06
467.5775,2.89E-06
470.5843,2.92E-06
473.6307,2.95E-06
476.6356,2.98E-06
479.6269,3.01E-06
482.6331,3.04E-06
485.6421,3.07E-06
488.6855,3.10E-06
491.6703,3.13E-06
494.6801,3.17E-06
497.6859,3.20E-06
500.6741,3.23E-06
503.7199,3.26E-06
506.7263,3.29E-06
509.7332,3.33E-06
512.7243,3.36E-06
515.7305,3.39E-06
518.7758,3.43E-06
521.7827,3.46E-06
524.7722,3.49E-06
527.7798,3.53E-06
530.7869,3.56E-06
533.8334,3.60E-06
536.8232,3.63E-06
539.8304,3.67E-06
542.8384,3.70E-06
545.8289,3.74E-06
548.875,3.77E-06
551.8837,3.81E-06
554.8919,3.84E-06
557.882,3.88E-06
560.8901,3.92E-06
563.9342,3.95E-06
566.9372,3.99E-06
569.9307,4.03E-06
572.9373,4.07E-06
575.9465,4.10E-06
578.9922,4.14E-06
581.9807,4.18E-06
584.9893,4.22E-06
587.9979,4.26E-06
590.9865,4.30E-06
594.033,4.34E-06
597.0418,4.38E-06
600.0483,4.42E-06
1.008414,4.48E-09
4.014819,1.33E-08
7.019856,1.86E-08
10.06651,2.69E-08
13.0541,3.46E-08
16.06397,4.19E-08
19.07272,4.90E-08
22.05977,5.64E-08
25.11987,6.42E-08
28.1104,7.18E-08
31.11698,7.97E-08
34.10679,8.73E-08
37.11098,9.50E-08
40.1549,1.03E-07
43.16299,1.13E-07
46.15021,1.24E-07
49.15801,1.35E-07
52.16728,1.46E-07
55.21175,1.57E-07
58.21652,1.64E-07
61.20596,1.80E-07
64.21283,1.92E-07
67.2018,2.03E-07
70.26435,2.16E-07
73.25278,2.27E-07
76.26267,2.40E-07
79.25148,2.52E-07
82.25882,2.64E-07
85.30509,2.77E-07
88.31244,2.89E-07
91.30198,3.02E-07
94.31284,3.15E-07
97.32028,3.28E-07
100.3652,3.41E-07
103.3735,3.54E-07
106.3628,3.68E-07
109.3707,3.81E-07
112.3566,3.94E-07
115.4197,4.08E-07
118.4102,4.21E-07
121.418,4.35E-07
124.4072,4.49E-07
127.416,4.64E-07
130.4618,4.79E-07
133.472,4.93E-07
136.4596,5.08E-07
139.4666,5.23E-07
142.4759,5.39E-07
145.5196,5.55E-07
148.5281,5.70E-07
151.5188,5.86E-07
154.5265,6.02E-07
157.5148,6.17E-07
160.5772,6.36E-07
163.5673,6.52E-07
166.5738,6.69E-07
169.5637,6.88E-07
172.5716,7.06E-07
175.6165,7.25E-07
178.6234,7.45E-07
181.6128,7.61E-07
184.62,7.81E-07
187.6236,8.01E-07
190.6694,8.19E-07
193.6753,8.38E-07
196.6637,8.58E-07
199.6728,8.76E-07
202.6609,8.97E-07
205.7236,9.18E-07
208.7135,9.36E-07
211.7213,9.59E-07
214.7102,9.77E-07
217.7189,9.97E-07
220.7622,1.02E-06
223.77,1.04E-06
226.7731,1.05E-06
229.4819,1.05E-06
232.7668,1.04E-06
235.8118,1.06E-06
238.8206,1.08E-06
241.81,1.10E-06
244.8198,1.12E-06
247.8092,1.14E-06
250.8735,1.16E-06
253.8614,1.18E-06
256.8709,1.20E-06
259.8582,1.22E-06
262.8634,1.24E-06
265.9103,1.26E-06
268.9171,1.28E-06
271.9255,1.30E-06
274.9155,1.32E-06
277.923,1.34E-06
280.9674,1.36E-06
283.9761,1.39E-06
286.9667,1.41E-06
289.9753,1.43E-06
292.9638,1.45E-06
296.0274,1.47E-06
299.0177,1.49E-06
302.0259,1.51E-06
305.0149,1.54E-06
308.0773,1.56E-06
311.067,1.58E-06
314.0754,1.60E-06
317.0802,1.62E-06
320.0697,1.65E-06
323.1172,1.67E-06
326.1244,1.69E-06
329.1311,1.72E-06
332.1208,1.74E-06
335.1266,1.76E-06
338.1721,1.79E-06
341.1754,1.81E-06
344.1651,1.83E-06
347.1728,1.86E-06
350.1615,1.88E-06
353.2241,1.90E-06
356.2137,1.93E-06
359.2221,1.95E-06
362.2293,1.98E-06
365.218,2.00E-06
368.2621,2.03E-06
371.2699,2.05E-06
374.2753,2.08E-06
377.2654,2.10E-06
380.275,2.13E-06
383.3187,2.15E-06
386.3278,2.18E-06
389.3181,2.21E-06
392.3249,2.23E-06
395.3154,2.26E-06
398.3808,2.28E-06
401.369,2.31E-06
404.3771,2.34E-06
407.3856,2.36E-06
410.3739,2.39E-06
413.4201,2.42E-06
416.4231,2.45E-06
419.4325,2.47E-06
422.4212,2.50E-06
425.4295,2.53E-06
428.4734,2.56E-06
431.4837,2.59E-06
434.472,2.61E-06
437.4823,2.64E-06
440.4711,2.67E-06
443.5344,2.70E-06
446.5242,2.73E-06
449.5313,2.76E-06
452.5368,2.79E-06
455.5287,2.82E-06
458.5721,2.85E-06
461.5813,2.88E-06
464.5882,2.91E-06
467.5764,2.94E-06
470.5845,2.97E-06
473.6308,3.00E-06
476.6356,3.03E-06
479.6256,3.06E-06
482.6333,3.09E-06
485.641,3.13E-06
488.6862,3.16E-06
491.6716,3.19E-06
494.6786,3.22E-06
497.685,3.25E-06
500.6739,3.29E-06
503.7199,3.32E-06
506.7273,3.35E-06
509.7339,3.39E-06
512.7236,3.42E-06
515.7299,3.45E-06
518.7762,3.49E-06
521.7817,3.52E-06
524.7701,3.55E-06
527.779,3.59E-06
530.7868,3.62E-06
533.8312,3.66E-06
536.8215,3.69E-06
539.8312,3.73E-06
542.8381,3.76E-06
545.829,3.80E-06
548.8758,3.84E-06
551.8851,3.87E-06
554.8917,3.91E-06
557.8812,3.95E-06
560.8905,3.98E-06
563.9346,4.02E-06
566.9387,4.06E-06
569.9305,4.10E-06
572.9365,4.13E-06
575.9453,4.17E-06
578.9918,4.21E-06
581.9804,4.25E-06
584.9885,4.29E-06
587.9987,4.33E-06
590.9866,4.37E-06
594.0335,4.41E-06
597.0394,4.45E-06
600.0482,4.49E-06
